date,fundlabel,nav
2013-12-04,TAIL05,2352326.3375
2013-12-05,TAIL05,2343193.8375
2013-12-06,TAIL05,2366333.8375
2013-12-09,TAIL05,2371761.3375
2013-12-10,TAIL05,2364091.3375
2013-12-11,TAIL05,2340561.3375
2013-12-12,TAIL05,2334126.3375
2013-12-13,TAIL05,2334191.3375
2013-12-16,TAIL05,2349011.3375000004
2013-12-17,TAIL05,2342706.3375
2013-12-18,TAIL05,2375531.3375
2013-12-19,TAIL05,2374036.3375
2013-12-20,TAIL05,2384696.0125
2013-12-23,TAIL05,2395811.0125
2013-12-24,TAIL05,2399776.0125
2013-12-26,TAIL05,2409753.5125
2013-12-27,TAIL05,2409818.5125
2013-12-30,TAIL05,2410306.0125
2013-12-31,TAIL05,2418561.0125
2014-01-02,TAIL05,2401076.0125
2014-01-03,TAIL05,2401141.0125
2014-01-06,TAIL05,2394446.0125
2014-01-07,TAIL05,2406926.0125
2014-01-08,TAIL05,2407056.0125
2014-01-09,TAIL05,2408421.0125
2014-01-10,TAIL05,2414498.5125
2014-01-13,TAIL05,2386451.0125
2014-01-14,TAIL05,2409071.0125
2014-01-15,TAIL05,2421096.0125
2014-01-16,TAIL05,2418496.0125
2014-01-17,TAIL05,2409286.4875000003
2014-01-21,TAIL05,2416728.9875000003
2014-01-22,TAIL05,2418581.4875000003
2014-01-23,TAIL05,2398983.9875000003
2014-01-24,TAIL05,2344318.9875000003
2014-01-27,TAIL05,2331448.9875000003
2014-01-28,TAIL05,2345293.9875000003
2014-01-29,TAIL05,2322283.9875000003
2014-01-30,TAIL05,2349323.9875000003
2014-01-31,TAIL05,2336713.9875000003
2014-02-03,TAIL05,2280813.9875000003
2014-02-04,TAIL05,2296738.9875000003
2014-02-05,TAIL05,2294918.9875000003
2014-02-06,TAIL05,2323973.9875000003
2014-02-07,TAIL05,2355693.9875000003
2014-02-10,TAIL05,2361121.4875000003
2014-02-11,TAIL05,2386308.9875000003
2014-02-12,TAIL05,2387348.9875000003
2014-02-13,TAIL05,2399503.9875000003
2014-02-14,TAIL05,2411756.4875000003
2014-02-18,TAIL05,2414746.4875000003
2014-02-19,TAIL05,2401323.9875000003
2014-02-20,TAIL05,2414323.9875000003
2014-02-21,TAIL05,2411184.8125
2014-02-24,TAIL05,2425224.8125
2014-02-25,TAIL05,2423664.8125
2014-02-26,TAIL05,2424964.8125
2014-02-27,TAIL05,2435624.8125
2014-02-28,TAIL05,2440109.8125
2014-03-03,TAIL05,2428019.8125
2014-03-04,TAIL05,2454767.3125
2014-03-05,TAIL05,2456912.3125
2014-03-06,TAIL05,2460714.8125
2014-03-07,TAIL05,2462339.8125
2014-03-10,TAIL05,2461949.8125
2014-03-11,TAIL05,2453272.3125
2014-03-12,TAIL05,2454052.3125
2014-03-13,TAIL05,2431497.3125
2014-03-14,TAIL05,2427727.3125
2014-03-17,TAIL05,2445927.3125
2014-03-18,TAIL05,2459674.8125
2014-03-19,TAIL05,2449047.3125
2014-03-20,TAIL05,2461722.3125
2014-03-21,TAIL05,2453346.7375000003
2014-03-24,TAIL05,2443466.7375000003
2014-03-25,TAIL05,2453102.7375000003
2014-03-26,TAIL05,2438054.7375000003
2014-03-27,TAIL05,2432312.7375000003
2014-03-28,TAIL05,2443400.7375000003
2014-03-31,TAIL05,2460956.7375000003
2014-04-01,TAIL05,2473892.7375000003
2014-04-02,TAIL05,2480492.7375000003
2014-04-03,TAIL05,2477588.7375000003
2014-04-04,TAIL05,2453102.7375000003
2014-04-07,TAIL05,2429078.7375000003
2014-04-08,TAIL05,2438120.7375000003
2014-04-09,TAIL05,2461484.7375000003
2014-04-10,TAIL05,2415152.7375000003
2014-04-11,TAIL05,2398190.7375000003
2014-04-14,TAIL05,2415020.7375000003
2014-04-15,TAIL05,2428220.7375000003
2014-04-16,TAIL05,2449208.7375000003
2014-04-17,TAIL05,2450744.2275
2014-04-21,TAIL05,2460116.2275
2014-04-22,TAIL05,2469646.4775
2014-04-23,TAIL05,2464766.7275
2014-04-24,TAIL05,2468598.4775
2014-04-25,TAIL05,2452288.9775
2014-04-28,TAIL05,2458282.2275
2014-04-29,TAIL05,2468303.7275
2014-04-30,TAIL05,2473641.9775
2014-05-01,TAIL05,2474100.4775
2014-05-02,TAIL05,2471545.9775
2014-05-05,TAIL05,2475475.9775
2014-05-06,TAIL05,2456415.4775
2014-05-07,TAIL05,2467877.9775
2014-05-08,TAIL05,2466436.9775
2014-05-09,TAIL05,2468598.4775
2014-05-12,TAIL05,2488903.4775
2014-05-13,TAIL05,2491130.4775
2014-05-14,TAIL05,2480257.4775
2014-05-15,TAIL05,2461458.9775
2014-05-16,TAIL05,2468125.895
2014-05-19,TAIL05,2478212.895
2014-05-20,TAIL05,2461962.895
2014-05-21,TAIL05,2484127.895
2014-05-22,TAIL05,2489652.895
2014-05-23,TAIL05,2500247.895
2014-05-27,TAIL05,2511752.895
2014-05-28,TAIL05,2510550.395
2014-05-29,TAIL05,2520560.395
2014-05-30,TAIL05,2524037.895
2014-06-02,TAIL05,2526280.395
2014-06-03,TAIL05,2525077.895
2014-06-04,TAIL05,2528652.895
2014-06-05,TAIL05,2539605.395
2014-06-06,TAIL05,2547567.895
2014-06-09,TAIL05,2550427.895
2014-06-10,TAIL05,2550817.895
2014-06-11,TAIL05,2546267.895
2014-06-12,TAIL05,2534795.395
2014-06-13,TAIL05,2540645.395
2014-06-16,TAIL05,2543082.895
2014-06-17,TAIL05,2547957.895
2014-06-18,TAIL05,2557155.395
2014-06-19,TAIL05,2559592.895
2014-06-20,TAIL05,2568520.97
2014-06-23,TAIL05,2568033.47
2014-06-24,TAIL05,2553426.97
2014-06-25,TAIL05,2563972.47
2014-06-26,TAIL05,2562138.47
2014-06-27,TAIL05,2566854.47
2014-06-30,TAIL05,2565347.97
2014-07-01,TAIL05,2581657.47
2014-07-02,TAIL05,2583851.72
2014-07-03,TAIL05,2595543.47
2014-07-07,TAIL05,2587224.97
2014-07-08,TAIL05,2571766.97
2014-07-09,TAIL05,2582607.22
2014-07-10,TAIL05,2573993.97
2014-07-11,TAIL05,2576744.97
2014-07-14,TAIL05,2588534.97
2014-07-15,TAIL05,2584048.22
2014-07-16,TAIL05,2592235.72
2014-07-17,TAIL05,2569179.72
2014-07-18,TAIL05,2590583.4825000004
2014-07-21,TAIL05,2585277.9825000004
2014-07-22,TAIL05,2593825.7325000004
2014-07-23,TAIL05,2597788.4825000004
2014-07-24,TAIL05,2597460.9825000004
2014-07-25,TAIL05,2588094.4825000004
2014-07-28,TAIL05,2588487.4825000004
2014-07-29,TAIL05,2578989.9825000004
2014-07-30,TAIL05,2579906.9825000004
2014-07-31,TAIL05,2539558.9825000004
2014-08-01,TAIL05,2533729.4825000004
2014-08-04,TAIL05,2547680.9825000004
2014-08-05,TAIL05,2529013.4825000004
2014-08-06,TAIL05,2529602.9825000004
2014-08-07,TAIL05,2518009.4825000004
2014-08-08,TAIL05,2542375.4825000004
2014-08-11,TAIL05,2545650.4825000004
2014-08-12,TAIL05,2541720.4825000004
2014-08-13,TAIL05,2551938.4825000004
2014-08-14,TAIL05,2561501.4825000004
2014-08-15,TAIL05,2563060.055
2014-08-18,TAIL05,2583856.305
2014-08-19,TAIL05,2596853.055
2014-08-20,TAIL05,2602819.305
2014-08-21,TAIL05,2609559.555
2014-08-22,TAIL05,2606399.055
2014-08-25,TAIL05,2617493.055
2014-08-26,TAIL05,2617880.055
2014-08-27,TAIL05,2617847.805
2014-08-28,TAIL05,2617493.055
2014-08-29,TAIL05,2623878.555
2014-09-02,TAIL05,2623233.555
2014-09-03,TAIL05,2621621.055
2014-09-04,TAIL05,2618718.555
2014-09-05,TAIL05,2628103.305
2014-09-08,TAIL05,2623136.805
2014-09-09,TAIL05,2609785.305
2014-09-10,TAIL05,2618331.555
2014-09-11,TAIL05,2621040.555
2014-09-12,TAIL05,2608011.555
2014-09-15,TAIL05,2607044.055
2014-09-16,TAIL05,2622588.555
2014-09-17,TAIL05,2624910.555
2014-09-18,TAIL05,2637294.555
2014-09-19,TAIL05,2636107.4325
2014-09-22,TAIL05,2614048.4325
2014-09-23,TAIL05,2601640.4325
2014-09-24,TAIL05,2618932.4325
2014-09-25,TAIL05,2581642.4325
2014-09-26,TAIL05,2599858.4325
2014-09-29,TAIL05,2597746.4325
2014-09-30,TAIL05,2591476.4325
2014-10-01,TAIL05,2559004.4325
2014-10-02,TAIL05,2558476.4325
2014-10-03,TAIL05,2582467.4325
2014-10-06,TAIL05,2580388.4325
2014-10-07,TAIL05,2546266.4325
2014-10-08,TAIL05,2584744.4325
2014-10-09,TAIL05,2540920.4325
2014-10-10,TAIL05,2522308.4325
2014-10-13,TAIL05,2485150.4325
2014-10-14,TAIL05,2486338.4325
2014-10-15,TAIL05,2467528.4325
2014-10-16,TAIL05,2464690.4325
2014-10-17,TAIL05,2495133.2625
2014-10-20,TAIL05,2528265.2625
2014-10-21,TAIL05,2558035.0125
2014-10-22,TAIL05,2547293.0125
2014-10-23,TAIL05,2563078.5125
2014-10-24,TAIL05,2575392.5125
2014-10-27,TAIL05,2572641.5125
2014-10-28,TAIL05,2586527.5125
2014-10-29,TAIL05,2585872.5125
2014-10-30,TAIL05,2593077.5125
2014-10-31,TAIL05,2607291.0125
2014-11-03,TAIL05,2607749.5125
2014-11-04,TAIL05,2604638.2625
2014-11-05,TAIL05,2610173.0125
2014-11-06,TAIL05,2614954.5125
2014-11-07,TAIL05,2617378.0125
2014-11-10,TAIL05,2618917.2625
2014-11-11,TAIL05,2621111.5125
2014-11-12,TAIL05,2618524.2625
2014-11-13,TAIL05,2621995.7625
2014-11-14,TAIL05,2621504.5125
2014-11-17,TAIL05,2621242.5125
2014-11-18,TAIL05,2629004.2625
2014-11-19,TAIL05,2626384.2625
2014-11-20,TAIL05,2628938.7625
2014-11-21,TAIL05,2635577.515
2014-11-24,TAIL05,2638328.515
2014-11-25,TAIL05,2635788.515
2014-11-26,TAIL05,2641789.265
2014-11-28,TAIL05,2636582.265
2014-12-01,TAIL05,2619183.265
2014-12-02,TAIL05,2634963.015
2014-12-03,TAIL05,2644361.015
2014-12-04,TAIL05,2641186.015
2014-12-05,TAIL05,2645504.015
2014-12-08,TAIL05,2630073.515
2014-12-09,TAIL05,2628994.015
2014-12-10,TAIL05,2592989.515
2014-12-11,TAIL05,2610515.515
2014-12-12,TAIL05,2572225.015
2014-12-15,TAIL05,2553778.265
2014-12-16,TAIL05,2539871.765
2014-12-17,TAIL05,2585464.765
2014-12-18,TAIL05,2635852.015
2014-12-19,TAIL05,2645451.9450000003
2014-12-22,TAIL05,2653960.9450000003
2014-12-23,TAIL05,2657643.9450000003
2014-12-24,TAIL05,2657389.9450000003
2014-12-26,TAIL05,2664311.4450000003
2014-12-29,TAIL05,2667772.1950000003
2014-12-30,TAIL05,2657326.4450000003
2014-12-31,TAIL05,2638085.9450000003
2015-01-02,TAIL05,2636625.4450000003
2015-01-05,TAIL05,2596556.9450000003
2015-01-06,TAIL05,2576236.9450000003
2015-01-07,TAIL05,2603097.4450000003
2015-01-08,TAIL05,2640625.9450000003
2015-01-09,TAIL05,2625322.4450000003
2015-01-12,TAIL05,2609193.4450000003
2015-01-13,TAIL05,2604049.9450000003
2015-01-14,TAIL05,2593127.9450000003
2015-01-15,TAIL05,2577570.4450000003
2015-01-16,TAIL05,2603937.8675
2015-01-20,TAIL05,2607049.3675
2015-01-21,TAIL05,2617129.3675
2015-01-22,TAIL05,2647817.3675
2015-01-23,TAIL05,2636233.3675
2015-01-26,TAIL05,2638505.3675
2015-01-27,TAIL05,2614025.3675
2015-01-28,TAIL05,2594953.3675
2015-01-29,TAIL05,2611305.3675
2015-01-30,TAIL05,2591529.3675
2015-02-02,TAIL05,2613353.3675
2015-02-03,TAIL05,2639177.3675
2015-02-04,TAIL05,2633897.3675
2015-02-05,TAIL05,2650025.3675
2015-02-06,TAIL05,2646857.3675
2015-02-09,TAIL05,2639273.3675
2015-02-10,TAIL05,2656649.3675
2015-02-11,TAIL05,2657737.3675
2015-02-12,TAIL05,2672329.3675
2015-02-13,TAIL05,2676649.3675
2015-02-17,TAIL05,2679945.3675
2015-02-18,TAIL05,2680681.3675
2015-02-19,TAIL05,2678537.3675
2015-02-20,TAIL05,2685825.0475
2015-02-23,TAIL05,2686625.0475
2015-02-24,TAIL05,2692340.0475
2015-02-25,TAIL05,2691006.5475000003
2015-02-26,TAIL05,2687704.5475000003
2015-02-27,TAIL05,2679259.0475000003
2015-03-02,TAIL05,2694308.5475000003
2015-03-03,TAIL05,2684212.0475
2015-03-04,TAIL05,2672972.5475000003
2015-03-05,TAIL05,2675322.0475000003
2015-03-06,TAIL05,2639158.7975000003
2015-03-09,TAIL05,2650239.5475000003
2015-03-10,TAIL05,2606615.0475000003
2015-03-11,TAIL05,2601598.5475000003
2015-03-12,TAIL05,2633602.5475000003
2015-03-13,TAIL05,2618680.0475000003
2015-03-16,TAIL05,2652779.5475000003
2015-03-17,TAIL05,2645032.5475000003
2015-03-18,TAIL05,2672305.7975000003
2015-03-19,TAIL05,2661923.5475000003
2015-03-20,TAIL05,2681894.615
2015-03-23,TAIL05,2675957.365
2015-03-24,TAIL05,2662304.865
2015-03-25,TAIL05,2626522.615
2015-03-26,TAIL05,2621347.365
2015-03-27,TAIL05,2625728.865
2015-03-30,TAIL05,2655446.865
2015-03-31,TAIL05,2635126.865
2015-04-01,TAIL05,2624776.365
2015-04-02,TAIL05,2633317.115
2015-04-06,TAIL05,2649668.365
2015-04-07,TAIL05,2642873.865
2015-04-08,TAIL05,2650176.365
2015-04-09,TAIL05,2659383.865
2015-04-10,TAIL05,2671766.365
2015-04-13,TAIL05,2661225.365
2015-04-14,TAIL05,2664717.865
2015-04-15,TAIL05,2674242.865
2015-04-16,TAIL05,2672845.865
2015-04-17,TAIL05,2646543.5300000003
2015-04-20,TAIL05,2669721.157
2015-04-21,TAIL05,2666602.657
2015-04-22,TAIL05,2677186.531
2015-04-23,TAIL05,2680966.531
2015-04-24,TAIL05,2686037.905
2015-04-27,TAIL05,2677722.031
2015-04-28,TAIL05,2683171.531
2015-04-29,TAIL05,2676903.157
2015-04-30,TAIL05,2655168.157
2015-05-01,TAIL05,2677879.531
2015-05-04,TAIL05,2683140.157
2015-05-05,TAIL05,2659514.905
2015-05-06,TAIL05,2652206.905
2015-05-07,TAIL05,2661279.031
2015-05-08,TAIL05,2688117.031
2015-05-11,TAIL05,2676966.031
2015-05-12,TAIL05,2669973.031
2015-05-13,TAIL05,2669343.031
2015-05-14,TAIL05,2692527.157
2015-05-15,TAIL05,2695116.961
2015-05-18,TAIL05,2703968.5870000003
2015-05-19,TAIL05,2703275.461
2015-05-20,TAIL05,2701574.461
2015-05-21,TAIL05,2710362.961
2015-05-22,TAIL05,2704031.5870000003
2015-05-26,TAIL05,2677067.461
2015-05-27,TAIL05,2700219.961
2015-05-28,TAIL05,2697731.5870000003
2015-05-29,TAIL05,2681918.461
2015-06-01,TAIL05,2687021.5870000003
2015-06-02,TAIL05,2685509.461
2015-06-03,TAIL05,2691494.461
2015-06-04,TAIL05,2670704.461
2015-06-05,TAIL05,2665601.461
2015-06-08,TAIL05,2649788.461
2015-06-09,TAIL05,2649851.4232
2015-06-10,TAIL05,2679146.5492
2015-06-11,TAIL05,2687021.3854
2015-06-12,TAIL05,2667113.3728
2015-06-15,TAIL05,2660120.5366
2015-06-16,TAIL05,2673539.461
2015-06-17,TAIL05,2677319.4106000005
2015-06-18,TAIL05,2698676.5492
2015-06-19,TAIL05,2686439.656
2015-06-22,TAIL05,2700583.1434
2015-06-23,TAIL05,2701591.1938
2015-06-24,TAIL05,2684077.093
2015-06-25,TAIL05,2676832.1812
2015-06-26,TAIL05,2677588.0804
2015-06-29,TAIL05,2633614.1686
2015-06-30,TAIL05,2638150.1434
2015-07-01,TAIL05,2653837.2442
2015-07-02,TAIL05,2653396.2442
2015-07-06,TAIL05,2648860.1308
2015-07-07,TAIL05,2661145.093
2015-07-08,TAIL05,2626432.1434
2015-07-09,TAIL05,2631062.6938
2015-07-10,TAIL05,2657365.1056
2015-07-13,TAIL05,2675635.093
2015-07-14,TAIL05,2685337.1686
2015-07-15,TAIL05,2684014.219
2015-07-16,TAIL05,2701118.7064
2015-07-17,TAIL05,2703515.5036
2015-07-20,TAIL05,2705090.428
2015-07-21,TAIL05,2694485.928
2015-07-22,TAIL05,2688770.9026
2015-07-23,TAIL05,2672832.4787999997
2015-07-24,TAIL05,2641400.0168999997
2015-07-27,TAIL05,2623175.555
2015-07-28,TAIL05,2657211.4661000003
2015-07-29,TAIL05,2676896.5423
2015-07-30,TAIL05,2677531.5804
2015-07-31,TAIL05,2672737.2034
2015-08-03,TAIL05,2662735.9407
2015-08-04,TAIL05,2657783.0804
2015-08-05,TAIL05,2667689.0677
2015-08-06,TAIL05,2645019.5677
2015-08-07,TAIL05,2639050.4661
2015-08-10,TAIL05,2675690.055
2015-08-11,TAIL05,2650353.5423
2015-08-12,TAIL05,2652639.5169
2015-08-13,TAIL05,2651242.4534
2015-08-14,TAIL05,2661021.5042000003
2015-08-17,TAIL05,2675880.4661000003
2015-08-18,TAIL05,2668768.4026
2015-08-19,TAIL05,2650289.9788
2015-08-20,TAIL05,2600886.928
2015-08-21,TAIL05,2506162.8985
2015-08-24,TAIL05,2339729.3477000003
2015-08-25,TAIL05,2316860.2553
2015-08-26,TAIL05,2361608.2157
2015-08-27,TAIL05,2386556.3608999997
2015-08-28,TAIL05,2390021.3741
2015-08-31,TAIL05,2388635.2157
2015-09-01,TAIL05,2355965.2816999997
2015-09-02,TAIL05,2373026.3213
2015-09-03,TAIL05,2374643.2289
2015-09-04,TAIL05,2356559.2553000003
2015-09-08,TAIL05,2383355.4005
2015-09-09,TAIL05,2366063.2421
2015-09-10,TAIL05,2371673.3873
2015-09-11,TAIL05,2374478.2817
2015-09-14,TAIL05,2369066.2553
2015-09-15,TAIL05,2379263.2685
2015-09-16,TAIL05,2386919.2949
2015-09-17,TAIL05,2390318.2685
2015-09-18,TAIL05,2379277.8347
2015-09-21,TAIL05,2384293.8413
2015-09-22,TAIL05,2362453.2445
2015-09-23,TAIL05,2358520.8897
2015-09-24,TAIL05,2353438.7324
2015-09-25,TAIL05,2354043.7566
2005-01-24,TAIL10,1e6
2005-01-25,TAIL10,1002805
2005-01-26,TAIL10,1005567.5
2005-01-27,TAIL10,1007055
2005-01-28,TAIL10,1007055
2005-01-31,TAIL10,1012197.5
2005-02-01,TAIL10,1016022.5
2005-02-02,TAIL10,1018232.5
2005-02-03,TAIL10,1017085
2005-02-04,TAIL10,1023205
2005-02-07,TAIL10,1022695
2005-02-08,TAIL10,1023672.5
2005-02-09,TAIL10,1020060
2005-02-10,TAIL10,1023077.5
2005-02-11,TAIL10,1026945
2005-02-14,TAIL10,1027242.5
2005-02-15,TAIL10,1029580
2005-02-16,TAIL10,1029410
2005-02-17,TAIL10,1027455
2005-02-18,TAIL10,1030185.625
2005-02-22,TAIL10,1030610.625
2005-02-23,TAIL10,1036845.625
2005-02-24,TAIL10,1041704.625
2005-02-25,TAIL10,1047853.6250000001
2005-02-28,TAIL10,1043768.625
2005-03-01,TAIL10,1047423.625
2005-03-02,TAIL10,1046907.625
2005-03-03,TAIL10,1047767.625
2005-03-04,TAIL10,1054088.625
2005-03-07,TAIL10,1055034.625
2005-03-08,TAIL10,1054518.625
2005-03-09,TAIL10,1048412.625
2005-03-10,TAIL10,1050089.625
2005-03-11,TAIL10,1045789.625
2005-03-14,TAIL10,1050949.625
2005-03-15,TAIL10,1044069.625
2005-03-16,TAIL10,1036587.625
2005-03-17,TAIL10,1038221.625
2005-03-18,TAIL10,1035203.025
2005-03-21,TAIL10,1032279.025
2005-03-22,TAIL10,1023796.525
2005-03-23,TAIL10,1024884.025
2005-03-24,TAIL10,1025884.525
2005-03-28,TAIL10,1027146.025
2005-03-29,TAIL10,1021665.025
2005-03-30,TAIL10,1033410.0250000001
2005-03-31,TAIL10,1031931.025
2005-04-01,TAIL10,1027972.5250000001
2005-04-04,TAIL10,1029712.525
2005-04-05,TAIL10,1033714.525
2005-04-06,TAIL10,1037064.025
2005-04-07,TAIL10,1041544.525
2005-04-08,TAIL10,1031844.025
2005-04-11,TAIL10,1032192.025
2005-04-12,TAIL10,1036629.025
2005-04-13,TAIL10,1025754.025
2005-04-14,TAIL10,1015053.025
2005-04-15,TAIL10,1007186.05
2005-04-18,TAIL10,1009578.55
2005-04-19,TAIL10,1016190.55
2005-04-20,TAIL10,1006751.05
2005-04-21,TAIL10,1018800.55
2005-04-22,TAIL10,1017800.0499999999
2005-04-25,TAIL10,1022454.55
2005-04-26,TAIL10,1016321.05
2005-04-27,TAIL10,1018713.55
2005-04-28,TAIL10,1010013.55
2005-04-29,TAIL10,1019801.05
2005-05-02,TAIL10,1024151.05
2005-05-03,TAIL10,1025238.55
2005-05-04,TAIL10,1029588.55
2005-05-05,TAIL10,1029458.05
2005-05-06,TAIL10,1028196.55
2005-05-09,TAIL10,1032590.0499999999
2005-05-10,TAIL10,1026326.05
2005-05-11,TAIL10,1030806.55
2005-05-12,TAIL10,1023933.55
2005-05-13,TAIL10,1023672.55
2005-05-16,TAIL10,1030458.55
2005-05-17,TAIL10,1034852.05
2005-05-18,TAIL10,1038636.55
2005-05-19,TAIL10,1039724.05
2005-05-20,TAIL10,1040454.8500000001
2005-05-23,TAIL10,1039802.3500000001
2005-05-24,TAIL10,1038039.3500000001
2005-05-25,TAIL10,1036835.3500000001
2005-05-26,TAIL10,1041264.3500000001
2005-05-27,TAIL10,1043629.3500000001
2005-05-31,TAIL10,1037652.3500000001
2005-06-01,TAIL10,1044704.3500000001
2005-06-02,TAIL10,1046510.3500000001
2005-06-03,TAIL10,1042769.3500000001
2005-06-06,TAIL10,1041178.3500000001
2005-06-07,TAIL10,1042167.3500000001
2005-06-08,TAIL10,1040920.3500000001
2005-06-09,TAIL10,1045392.3500000001
2005-06-10,TAIL10,1042984.3500000001
2005-06-13,TAIL10,1045822.3500000001
2005-06-14,TAIL10,1047800.3500000001
2005-06-15,TAIL10,1049778.35
2005-06-16,TAIL10,1052444.35
2005-06-17,TAIL10,1056729.3
2005-06-20,TAIL10,1057288.3
2005-06-21,TAIL10,1057897.3
2005-06-22,TAIL10,1058984.8
2005-06-23,TAIL10,1045412.8
2005-06-24,TAIL10,1038191.8
2005-06-27,TAIL10,1039670.8
2005-06-28,TAIL10,1048153.3
2005-06-29,TAIL10,1045804.3
2005-06-30,TAIL10,1039279.3000000002
2005-07-01,TAIL10,1042976.8
2005-07-05,TAIL10,1050893.8
2005-07-06,TAIL10,1042759.3
2005-07-07,TAIL10,1046630.8
2005-07-08,TAIL10,1057679.8
2005-07-11,TAIL10,1062421.3
2005-07-12,TAIL10,1065205.3
2005-07-13,TAIL10,1066249.3
2005-07-14,TAIL10,1070425.3
2005-07-15,TAIL10,1069857.625
2005-07-18,TAIL10,1065812.125
2005-07-19,TAIL10,1070771.125
2005-07-20,TAIL10,1074425.125
2005-07-21,TAIL10,1068596.125
2005-07-22,TAIL10,1075077.625
2005-07-25,TAIL10,1072685.125
2005-07-26,TAIL10,1073555.125
2005-07-27,TAIL10,1076817.625
2005-07-28,TAIL10,1081428.625
2005-07-29,TAIL10,1076600.125
2005-08-01,TAIL10,1076252.125
2005-08-02,TAIL10,1080732.625
2005-08-03,TAIL10,1083386.125
2005-08-04,TAIL10,1077513.625
2005-08-05,TAIL10,1072163.125
2005-08-08,TAIL10,1070162.125
2005-08-09,TAIL10,1076165.125
2005-08-10,TAIL10,1075643.125
2005-08-11,TAIL10,1079253.625
2005-08-12,TAIL10,1073729.125
2005-08-15,TAIL10,1079471.125
2005-08-16,TAIL10,1066334.125
2005-08-17,TAIL10,1066247.125
2005-08-18,TAIL10,1066160.125
2005-08-19,TAIL10,1069039.8250000002
2005-08-22,TAIL10,1069039.8250000002
2005-08-23,TAIL10,1067908.8250000002
2005-08-24,TAIL10,1059948.3250000002
2005-08-25,TAIL10,1062906.3250000002
2005-08-26,TAIL10,1056772.8250000002
2005-08-29,TAIL10,1064211.3250000002
2005-08-30,TAIL10,1058643.3250000002
2005-08-31,TAIL10,1071736.8250000002
2005-09-01,TAIL10,1070953.8250000002
2005-09-02,TAIL10,1069909.8250000002
2005-09-06,TAIL10,1080610.8250000002
2005-09-07,TAIL10,1081567.8250000002
2005-09-08,TAIL10,1079088.3250000002
2005-09-09,TAIL10,1086918.3250000002
2005-09-12,TAIL10,1085178.3250000002
2005-09-13,TAIL10,1079827.8250000002
2005-09-14,TAIL10,1076347.8250000002
2005-09-15,TAIL10,1075390.8250000002
2005-09-16,TAIL10,1082609.6500000001
2005-09-19,TAIL10,1080130.1500000001
2005-09-20,TAIL10,1070864.6500000001
2005-09-21,TAIL10,1060511.6500000001
2005-09-22,TAIL10,1064687.6500000001
2005-09-23,TAIL10,1065557.6500000001
2005-09-26,TAIL10,1067210.6500000001
2005-09-27,TAIL10,1066514.6500000001
2005-09-28,TAIL10,1067558.6500000001
2005-09-29,TAIL10,1075736.6500000001
2005-09-30,TAIL10,1079042.6500000001
2005-10-03,TAIL10,1075214.6500000001
2005-10-04,TAIL10,1063426.1500000001
2005-10-05,TAIL10,1049158.1500000001
2005-10-06,TAIL10,1045199.6500000001
2005-10-07,TAIL10,1049201.6500000001
2005-10-10,TAIL10,1039544.6500000001
2005-10-11,TAIL10,1038718.1500000003
2005-10-12,TAIL10,1030844.6500000001
2005-10-13,TAIL10,1030018.1500000003
2005-10-14,TAIL10,1041893.6500000001
2005-10-17,TAIL10,1046809.1500000001
2005-10-18,TAIL10,1034063.65
2005-10-19,TAIL10,1052420.6500000001
2005-10-20,TAIL10,1033411.1500000001
2005-10-21,TAIL10,1042498.3
2005-10-24,TAIL10,1053634.3
2005-10-25,TAIL10,1052000.3
2005-10-26,TAIL10,1050065.3
2005-10-27,TAIL10,1043228.3
2005-10-28,TAIL10,1052473.3
2005-10-31,TAIL10,1054236.3
2005-11-01,TAIL10,1057117.3
2005-11-02,TAIL10,1063223.3
2005-11-03,TAIL10,1065760.3
2005-11-04,TAIL10,1065244.3
2005-11-07,TAIL10,1065846.3
2005-11-08,TAIL10,1066921.3
2005-11-09,TAIL10,1067867.3
2005-11-10,TAIL10,1070232.3
2005-11-11,TAIL10,1071264.3
2005-11-14,TAIL10,1071307.3
2005-11-15,TAIL10,1071952.3
2005-11-16,TAIL10,1072812.3
2005-11-17,TAIL10,1074102.3
2005-11-18,TAIL10,1072676.85
2005-11-21,TAIL10,1072031.85
2005-11-22,TAIL10,1076621.85
2005-11-23,TAIL10,1080701.85
2005-11-25,TAIL10,1081126.85
2005-11-28,TAIL10,1076451.85
2005-11-29,TAIL10,1075049.35
2005-11-30,TAIL10,1070544.35
2005-12-01,TAIL10,1079936.85
2005-12-02,TAIL10,1081084.35
2005-12-05,TAIL10,1079214.35
2005-12-06,TAIL10,1081679.35
2005-12-07,TAIL10,1076451.85
2005-12-08,TAIL10,1075771.85
2005-12-09,TAIL10,1078789.35
2005-12-12,TAIL10,1079596.85
2005-12-13,TAIL10,1086056.85
2005-12-14,TAIL10,1089881.85
2005-12-15,TAIL10,1087161.85
2005-12-16,TAIL10,1084178.35
2005-12-19,TAIL10,1079928.35
2005-12-20,TAIL10,1081390.35
2005-12-21,TAIL10,1082895.35
2005-12-22,TAIL10,1087496.35
2005-12-23,TAIL10,1088743.35
2005-12-27,TAIL10,1079369.35
2005-12-28,TAIL10,1081777.35
2005-12-29,TAIL10,1078251.35
2005-12-30,TAIL10,1072618.35
2006-01-03,TAIL10,1088442.35
2006-01-04,TAIL10,1092097.35
2006-01-05,TAIL10,1093215.35
2006-01-06,TAIL10,1099106.35
2006-01-09,TAIL10,1100654.35
